run_key,batch,phase,mode,prompt_version,condition,repetition,horizon,status,run_dir,summary_stop_reason,summary_error,run_id,configured_rounds,observed_last_round,stop_reason,reference_fidelity,reference_fidelity_actual_final,reference_precision,reference_recall,progress_auc,stopping_class,stopping_gap,filled_pixels_horizon,filled_pixels_actual_final,analysis_image,validation_ok,validation_warning_count,localization_flag_count,intent_low_confidence_teams,accepted_pixel_actions,state_changing_pixel_actions,unique_target_coordinates,shared_target_coordinates,different_state_conflict_coordinates,intent_conflict_rate,shared_target_disagreement_rate,conflicts_per_100_actions,persistent_damage_episodes,intra_team_damage_episodes,cross_team_damage_episodes,destructive_overwrite_rate,observed_team_repairs,repair_rate,median_repair_latency_rounds,opponent_recoveries,unobserved_reversals,unrepaired_damage_episodes,agent_turns,team_posts_start,team_posts_mid,public_posts_start,public_posts_mid,forum_posts_total,used_forum,posts_per_100_turns,forum_posts_total_actual,generation_cost_usd,generation_cost_actual_total_usd,dollars_per_0_1_fidelity,prompt_tokens,completion_tokens,reasoning_tokens,billed_responses,invalid_output_responses,missing_cost_responses,rate_limit_retries,transient_retries,invalid_output_retries,recognizability,subjective_reference_fidelity,visual_coherence,visual_quality,separation_coherence,mean_object_recognizability,mean_subjective_reference_fidelity,apple_recognizability,apple_subjective_fidelity,orange_recognizability,orange_subjective_fidelity,lemon_recognizability,lemon_subjective_fidelity,eggplant_recognizability,eggplant_subjective_fidelity,judge_reason
competing_v2__homogeneous_family_per_team__rep_03,competing_v2,competing,competing,V2,homogeneous_family_per_team,3,20,failed,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v2\runs\homogeneous_family_per_team\rep_03,,"OpenRouter rejected the request (529): {""error"":{""message"":""Provider returned error"",""code"":529,""metadata"":{""raw"":""{\""error\"":{\""code\"":\""1302\"",\""message\"":\""The system is currently overloaded. Please try again later.\"",\""type\"":\""SystemOverloaded\""},\""request_id\"":\""req-fhj8qy-1789176130177743452\""}"",""provider_name"":""StreamLake"",""is_byok"":false,""provider_error_code"":""1302""}},""user_id"":""user_38U7XavhuhdUH6Rnx77t7RmqKKN""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6190400677824002,0.6190400677824002,,1072404,297352,247722,315,8,0,,,,,,,,,,,,,,,,,,,
competing_v2__homogeneous_family_per_team__rep_04,competing_v2,competing,competing,V2,homogeneous_family_per_team,4,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v2\runs\homogeneous_family_per_team\rep_04,max_steps,,drawing_competing_v2_homofamily_04,20,20,max_steps,0.5734906062742376,0.5734906062742376,0.4511476841469726,0.8204405245566986,0.4993221111179105,censored,,439,439,analysis/results/analysis_canvases/competing_v2__homogeneous_family_per_team__rep_04.png,1,0,1,1,2251,1113,1676,416,135,0.0805489260143198,0.3245192307692308,5.9973345179920035,281,3,278,0.252470799640611,157,0.5587188612099644,2,0,22,124,324,1,4,1,1,7,1,2.1604938271604937,7,0.5221991801960999,0.5221991801960999,0.09105627441548525,1131830,228276,178230,333,9,0,0,0,9,,,,0.40625,1,2.25,2.25,2,2,2,2,3,3,2,2,Heavy merge into one blob; lemon and eggplant somewhat distinct amid chaos.
competing_v2__homogeneous_family_per_team__rep_05,competing_v2,competing,competing,V2,homogeneous_family_per_team,5,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v2\runs\homogeneous_family_per_team\rep_05,max_steps,,drawing_competing_v2_homofamily_05,20,20,max_steps,0.614017500344495,0.614017500344495,0.4818805170239596,0.8527195993275427,0.5500347405772859,censored,,499,499,analysis/results/analysis_canvases/competing_v2__homogeneous_family_per_team__rep_05.png,1,0,1,1,2058,927,1521,367,55,0.03616042077580539,0.14986376021798364,2.672497570456754,90,14,76,0.0970873786407767,14,0.15555555555555556,1.0,0,0,76,324,1,3,2,0,6,1,1.8518518518518519,6,0.59046402096,0.59046402096,0.09616403777233054,1141055,270055,222999,334,10,0,0,0,12,,,,0.40625,1,2.25,2,1,1,3,3,2,1,3,3,"Heavy mixing and distortion; lemon/apple unrecognizable, poor spatial organization."
competing_v3__all_gemini__rep_01,competing_v3,competing,competing,V3,all_gemini,1,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\all_gemini\rep_01,stalled,,drawing_competing_v3_all_gemini_01,20,14,stalled,0.9677469135802469,0.9677469135802469,0.9509336890243902,0.9866071428571428,0.8915172678011947,stall,0.03225308641975311,315,315,analysis/results/analysis_canvases/competing_v3__all_gemini__rep_01.png,1,0,0,0,565,350,455,64,3,0.006593406593406593,0.046875,0.5309734513274337,1,1,0,0.002857142857142857,1,1.0,1,0,0,0,228,0,2,4,0,6,1,2.6315789473684212,6,1.17267517125,1.17267517125,0.12117581103013875,1076911,416362,403344,228,0,0,0,0,0,,,,1.0,4,4,4,4,4,4,4,4,4,4,4,"Four fruits in quadrants, each matching refs in shape/color with no overlap."
competing_v3__all_gemini__rep_02,competing_v3,competing,competing,V3,all_gemini,2,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\all_gemini\rep_02,stalled,,drawing_competing_v3_all_gemini_02,20,11,stalled,0.9854193273733504,0.9854193273733504,0.9719244170463682,1.0,0.9095374550169332,stall,0.014580672626649638,315,315,analysis/results/analysis_canvases/competing_v3__all_gemini__rep_02.png,1,0,0,0,465,377,420,34,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,180,0,3,4,0,7,1,3.888888888888889,7,0.8278481475000001,0.8278481475000001,0.0840097331667567,842589,277461,266355,180,0,0,0,0,0,,,,1.0,4,4,4,4,4,4,4,4,4,4,4,"Four fruits in separate quadrants, each matching its reference shape and color with no overlap."
competing_v3__all_gemini__rep_03,competing_v3,competing,competing,V3,all_gemini,3,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\all_gemini\rep_03,stalled,,drawing_competing_v3_all_gemini_03,20,7,stalled,0.9692805383022775,0.9692805383022775,0.9539448302469136,0.9866071428571428,0.8955155518895906,stall,0.03071946169772255,314,314,analysis/results/analysis_canvases/competing_v3__all_gemini__rep_03.png,1,0,0,0,485,346,403,50,0,0.0,0.0,0.0,6,6,0,0.017341040462427744,6,1.0,1.0,0,0,0,116,0,0,4,0,4,1,3.4482758620689653,4,0.4871163825000001,0.4871163825000001,0.0502554588946146,534543,155511,146194,116,0,0,0,0,0,,,,1.0,4,4,4,4,4,4,4,4,4,4,4,Clear 2x2 layout; apple/orange/lemon/eggplant all highly faithful to references.
competing_v3__all_gemini__rep_04,competing_v3,competing,competing,V3,all_gemini,4,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\all_gemini\rep_04,stalled,,drawing_competing_v3_all_gemini_04,20,11,stalled,0.9489907270291235,0.9489907270291235,0.9175880125145939,0.9835950946643718,0.8824399407790948,stall,0.05100927297087654,326,326,analysis/results/analysis_canvases/competing_v3__all_gemini__rep_04.png,1,0,0,0,506,371,451,47,0,0.0,0.0,0.0,3,3,0,0.008086253369272238,3,1.0,1,0,0,0,180,0,3,4,0,7,1,3.888888888888889,7,0.9370921724999998,0.9370921724999998,0.09874618853585926,858414,333148,321395,182,2,0,0,0,2,,,,1.0,4,4,4,4,4,4,4,4,4,4,4,Clean quadrants; all four match refs in shape and color with no overlap.
competing_v3__all_gemini__rep_05,competing_v3,competing,competing,V3,all_gemini,5,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\all_gemini\rep_05,max_steps,,drawing_competing_v3_all_gemini_05,20,20,max_steps,0.9559634902225013,0.9559634902225013,0.9307537261113419,0.9835950946643718,0.8814743840794231,censored,,321,321,analysis/results/analysis_canvases/competing_v3__all_gemini__rep_05.png,1,0,0,0,705,431,581,100,3,0.0051635111876075735,0.03,0.425531914893617,16,16,0,0.037122969837587005,15,0.9375,1,0,1,1,324,0,2,4,0,6,1,1.8518518518518519,6,1.6275800474999997,1.6275800474999997,0.1702554610240585,1520509,572709,555637,324,0,0,0,0,0,,,,1.0,4,4,4,4,4,4,4,4,4,4,4,"Four fruits in separate quadrants, each matching its reference closely."
competing_v3__four_heterogeneous_teams__rep_01,competing_v3,competing,competing,V3,four_heterogeneous_teams,1,20,failed,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\four_heterogeneous_teams\rep_01,,"OpenRouter rejected the request (529): {""error"":{""message"":""Provider returned error"",""code"":529,""metadata"":{""raw"":""{\""error\"":{\""code\"":\""1302\"",\""message\"":\""The system is currently overloaded. Please try again later.\"",\""type\"":\""SystemOverloaded\""},\""request_id\"":\""req-sc3ynx-1789176673104542537\""}"",""provider_name"":""StreamLake"",""is_byok"":false,""provider_error_code"":""1302""}},""user_id"":""user_38U7XavhuhdUH6Rnx77t7RmqKKN""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5662753512767997,0.5662753512767997,,1594169,194702,149088,320,13,0,,,,,,,,,,,,,,,,,,,
competing_v3__four_heterogeneous_teams__rep_02,competing_v3,competing,competing,V3,four_heterogeneous_teams,2,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\four_heterogeneous_teams\rep_02,max_steps,,drawing_competing_v3_02,20,20,max_steps,0.8824934545197762,0.8824934545197762,0.8279921873292237,0.9536532341992554,0.7328884432097315,censored,,358,358,analysis/results/analysis_canvases/competing_v3__four_heterogeneous_teams__rep_02.png,1,0,0,0,1875,966,1601,239,48,0.029981261711430358,0.200836820083682,2.56,28,22,6,0.028985507246376812,24,0.8571428571428571,3.0,0,1,4,324,4,7,5,3,19,1,5.864197530864198,19,0.6574497839415,0.6574497839415,0.07449911164488607,1704993,239943,190825,338,14,0,0,0,15,,,,0.96875,4,3.75,3.25,4,4,4,3,4,3,3,3,Clear four-corner layout; orange closer to round reference than cand1.
competing_v3__four_heterogeneous_teams__rep_03,competing_v3,competing,competing,V3,four_heterogeneous_teams,3,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\four_heterogeneous_teams\rep_03,max_steps,,drawing_competing_v3_03,20,20,max_steps,0.6337085735556676,0.6337085735556676,0.48001009124625665,0.9361453288236,0.6008251385418338,censored,,468,468,analysis/results/analysis_canvases/competing_v3__four_heterogeneous_teams__rep_03.png,1,0,0,0,1920,950,1694,194,48,0.02833530106257379,0.24742268041237114,2.5,81,41,40,0.08526315789473685,68,0.8395061728395061,2.0,2,3,11,324,3,6,5,2,16,1,4.938271604938271,16,0.6465976233948,0.6465976233948,0.10203390807336145,1576872,261364,214082,340,16,0,0,1,18,,,,0.625,2,3,2.75,3,3,3,3,3,3,3,2,"Objects remain identifiable but overlap heavily, distorting outlines and reducing spatial clarity."
competing_v3__four_heterogeneous_teams__rep_04,competing_v3,competing,competing,V3,four_heterogeneous_teams,4,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\four_heterogeneous_teams\rep_04,max_steps,,drawing_competing_v3_04,20,20,max_steps,0.7828704483536053,0.7828704483536053,0.7049845356573285,0.8961794019933556,0.6656019754341684,censored,,395,395,analysis/results/analysis_canvases/competing_v3__four_heterogeneous_teams__rep_04.png,1,0,0,0,1999,1128,1735,221,69,0.03976945244956772,0.31221719457013575,3.4517258629314655,52,49,3,0.04609929078014184,36,0.6923076923076923,2.0,0,3,16,324,2,8,5,4,19,1,5.864197530864198,19,0.6131810804625004,0.6131810804625004,0.07832471921146525,1641931,214533,165447,339,15,0,0,0,15,,,,0.8125,3,3.5,3,4,3,3,3,3,2,4,4,Mostly separate but lemon extra pixels and yellow trail slightly merge with orange.
competing_v3__four_heterogeneous_teams__rep_05,competing_v3,competing,competing,V3,four_heterogeneous_teams,5,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\four_heterogeneous_teams\rep_05,max_steps,,drawing_competing_v3_05,20,20,max_steps,0.7396892311119128,0.7396892311119128,0.6349865754533083,0.8887116989552896,0.5990357753224517,censored,,433,433,analysis/results/analysis_canvases/competing_v3__four_heterogeneous_teams__rep_05.png,1,0,0,0,1838,1040,1607,210,73,0.04542626011200996,0.3476190476190476,3.9717083786724703,30,21,9,0.028846153846153848,17,0.5666666666666667,1,0,2,13,324,3,25,4,12,44,1,13.580246913580247,44,0.7273138519943998,0.7273138519943998,0.09832694885946765,2216617,234230,178781,357,33,0,0,0,33,,,,0.90625,4,3.25,2.25,3,2,4,3,2,1,4,3,"Four quadrant fruits; lemon badly misshapen, apple stem wrong."
competing_v3__homogeneous_family_per_team__rep_01,competing_v3,competing,competing,V3,homogeneous_family_per_team,1,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\homogeneous_family_per_team\rep_01,max_steps,,drawing_competing_v3_homofamily_01,20,20,max_steps,0.7039781582131063,0.7039781582131063,0.5739881885356023,0.921931038105912,0.570465848729908,censored,,466,466,analysis/results/analysis_canvases/competing_v3__homogeneous_family_per_team__rep_01.png,1,0,0,0,1741,848,1423,260,64,0.044975404075895994,0.24615384615384617,3.676048248133257,27,18,9,0.031839622641509434,16,0.5925925925925926,1.0,0,0,11,324,2,7,4,7,20,1,6.172839506172839,20,0.6933353068421996,0.6933353068421996,0.0984881844348806,1694987,261476,214837,337,13,0,0,0,13,,,,0.625,2,3,2.5,3,3,4,3,2,2,3,2,Four fruits occupy distinct quadrants but heavy central overlap and color mixing reduce legibility.
competing_v3__homogeneous_family_per_team__rep_02,competing_v3,competing,competing,V3,homogeneous_family_per_team,2,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\homogeneous_family_per_team\rep_02,max_steps,,drawing_competing_v3_homofamily_02,20,20,max_steps,0.7079058358443703,0.7079058358443703,0.6094569134993447,0.9079526578073089,0.6261163911486678,censored,,516,516,analysis/results/analysis_canvases/competing_v3__homogeneous_family_per_team__rep_02.png,1,0,0,0,1688,848,1366,246,32,0.02342606149341142,0.13008130081300814,1.8957345971563981,19,13,6,0.02240566037735849,15,0.7894736842105263,1,0,1,4,324,3,6,5,3,17,1,5.246913580246914,17,0.6982621329222003,0.6982621329222003,0.09863771388313713,1748126,259718,212982,352,28,0,0,0,28,,,,0.90625,4,3.25,2.75,4,4,2,1,4,3,3,3,Quadrants keep all four distinct; orange is a block not a round fruit.
competing_v3__homogeneous_family_per_team__rep_03,competing_v3,competing,competing,V3,homogeneous_family_per_team,3,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\homogeneous_family_per_team\rep_03,max_steps,,drawing_competing_v3_homofamily_03,20,20,max_steps,0.6453636119797717,0.6453636119797717,0.5031960051816265,0.9113791127967018,0.5849046899913364,censored,,498,498,analysis/results/analysis_canvases/competing_v3__homogeneous_family_per_team__rep_03.png,1,0,1,0,1831,769,1460,284,57,0.03904109589041096,0.2007042253521127,3.1130529765155655,34,16,18,0.044213263979193757,28,0.8235294117647058,1.0,0,11,6,324,0,5,6,5,16,1,4.938271604938271,16,0.7720674897672004,0.7720674897672004,0.11963294419385397,1674770,319688,273091,334,10,0,0,0,10,,,,0.59375,2,2.75,1.75,2,1,3,2,3,2,3,2,"Lemon/eggplant clearer; apple elongated, orange messy; moderate overlap."
competing_v3__homogeneous_family_per_team__rep_04,competing_v3,competing,competing,V3,homogeneous_family_per_team,4,20,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\homogeneous_family_per_team\rep_04,max_steps,,drawing_competing_v3_homofamily_04,20,20,max_steps,0.6305853502016868,0.6305853502016868,0.5120027019583262,0.8743479315934836,0.5782229135373508,censored,,483,483,analysis/results/analysis_canvases/competing_v3__homogeneous_family_per_team__rep_04.png,1,0,1,0,1760,684,1388,255,54,0.03890489913544669,0.21176470588235294,3.0681818181818183,41,9,32,0.059941520467836254,22,0.5365853658536586,1.0,0,12,19,324,1,20,5,13,39,1,12.037037037037036,39,0.6765046347014996,0.6765046347014996,0.10728200940366374,1637944,246776,199240,337,13,0,0,0,13,,,,0.375,1,2,2,2,2,2,2,3,3,1,1,Heavy overlap and distortion; eggplant unrecognizable as a fruit.
competing_v3__homogeneous_family_per_team__rep_05,competing_v3,competing,competing,V3,homogeneous_family_per_team,5,20,failed,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\competing_v3\runs\homogeneous_family_per_team\rep_05,,"OpenRouter rejected the request (529): {""error"":{""message"":""Provider returned error"",""code"":529,""metadata"":{""raw"":""{\""error\"":{\""code\"":\""1302\"",\""message\"":\""The system is currently overloaded. Please try again later.\"",\""type\"":\""SystemOverloaded\""},\""request_id\"":\""req-0uc70e-1789174404406283639\""}"",""provider_name"":""StreamLake"",""is_byok"":false,""provider_error_code"":""1302""}},""user_id"":""user_38U7XavhuhdUH6Rnx77t7RmqKKN""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49878619218450004,0.49878619218450004,,1225166,179791,145493,253,10,0,,,,,,,,,,,,,,,,,,,
v1_apple__heterogeneous__rep_01,v1_apple,single_main,single,V1,heterogeneous,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\heterogeneous\rep_01,max_steps,,drawing_v1_apple_heterogeneous_01,10,10,max_steps,0.9404761904761905,0.9404761904761905,0.9294117647058824,0.9518072289156626,0.7063402464729033,censored,,85,85,analysis/results/analysis_canvases/v1_apple__heterogeneous__rep_01.png,1,0,0,0,300,153,184,60,3,0.016304347826086956,0.05,1.0,6,6,0,0.0392156862745098,5,0.8333333333333334,1,0,1,1,41,0,0,0,0,0,0,0.0,0,0.12037281794999997,0.12037281794999997,0.012799135073164556,117043,58754,39533,44,3,0,9,0,3,3,2,2,0.625,,,,,,,,,,,,Apple body plus stray right protrusion resembling a handle.
v1_apple__heterogeneous__rep_02,v1_apple,single_main,single,V1,heterogeneous,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\heterogeneous\rep_02,max_steps,,drawing_v1_apple_heterogeneous_02,10,10,max_steps,0.8926553672316384,0.8926553672316384,0.8404255319148937,0.9518072289156626,0.6750116924792422,censored,,94,94,analysis/results/analysis_canvases/v1_apple__heterogeneous__rep_02.png,1,0,0,0,295,174,201,64,5,0.024875621890547265,0.078125,1.694915254237288,12,12,0,0.06896551724137931,11,0.9166666666666666,1,0,1,1,41,0,0,0,0,0,0,0.0,0,0.13058663310000004,0.13058663310000004,0.014629008897911399,114862,64067,43455,43,2,0,1,0,2,4,3,4,1.0,,,,,,,,,,,,"Clear rounded apple, matching colors and stem/leaf; minor leaf extra."
v1_apple__heterogeneous__rep_03,v1_apple,single_main,single,V1,heterogeneous,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\heterogeneous\rep_03,max_steps,,drawing_v1_apple_heterogeneous_03,10,10,max_steps,0.8663101604278075,0.8663101604278075,0.7788461538461539,0.9759036144578314,0.6856996451544779,censored,,104,104,analysis/results/analysis_canvases/v1_apple__heterogeneous__rep_03.png,1,0,0,0,302,174,196,64,5,0.025510204081632654,0.078125,1.6556291390728477,3,3,0,0.017241379310344827,3,1.0,3,0,0,0,41,0,0,0,0,0,0,0.0,0,0.20552125275,0.20552125275,0.023723749545833332,130362,98791,61253,50,9,0,1,0,9,2,1,1,0.375,,,,,,,,,,,,Messy blobs and hanging pixels; barely an apple.
v1_apple__heterogeneous__rep_04,v1_apple,single_main,single,V1,heterogeneous,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\heterogeneous\rep_04,max_steps,,drawing_v1_apple_heterogeneous_04,10,10,max_steps,0.8813559322033898,0.8813559322033898,0.8297872340425532,0.9397590361445783,0.7285268585608973,censored,,94,94,analysis/results/analysis_canvases/v1_apple__heterogeneous__rep_04.png,1,0,0,0,313,191,246,57,9,0.036585365853658534,0.15789473684210525,2.8753993610223643,7,7,0,0.03664921465968586,7,1.0,2,0,1,0,41,0,0,0,0,0,0,0.0,0,0.17140931181000008,0.17140931181000008,0.019448364224596164,127180,83271,52166,49,8,0,6,0,8,3,2,2,0.625,,,,,,,,,,,,"Apple-like but irregular silhouette, stray pixels, disconnected leaf."
v1_apple__heterogeneous__rep_05,v1_apple,single_main,single,V1,heterogeneous,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\heterogeneous\rep_05,max_steps,,drawing_v1_apple_heterogeneous_05,10,10,max_steps,0.8961748633879781,0.8961748633879781,0.82,0.9879518072289156,0.6720892016868945,censored,,100,100,analysis/results/analysis_canvases/v1_apple__heterogeneous__rep_05.png,1,0,0,0,300,152,180,72,1,0.005555555555555556,0.013888888888888888,0.3333333333333333,4,4,0,0.02631578947368421,3,0.75,1,0,0,1,41,0,0,0,0,0,0,0.0,0,0.10475611245000002,0.10475611245000002,0.011689249133140246,107731,54298,35930,41,0,0,1,0,0,3,3,3,0.75,,,,,,,,,,,,Clear apple with matching colors and stem/leaf; slight bottom irregularity and extra pixels.
v1_apple__homogeneous_gemini__rep_01,v1_apple,single_main,single,V1,homogeneous_gemini,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_gemini\rep_01,max_steps,,drawing_v1_apple_homogeneous_gemini_01,10,10,max_steps,1.0,1.0,1.0,1.0,0.6289106005941649,censored,,83,83,analysis/results/analysis_canvases/v1_apple__homogeneous_gemini__rep_01.png,1,0,0,0,150,83,91,59,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.0522126,0.0522126,0.00522126,69660,14196,11909,21,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round apple matching reference shape, colors, stem and leaf well."
v1_apple__homogeneous_gemini__rep_02,v1_apple,single_main,single,V1,homogeneous_gemini,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_gemini\rep_02,team_complete,,drawing_v1_apple_homogeneous_gemini_02,10,7,team_complete,1.0,1.0,1.0,1.0,0.7695383528352674,completion,0.0,83,83,analysis/results/analysis_canvases/v1_apple__homogeneous_gemini__rep_02.png,1,0,0,0,85,83,83,2,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.040735406249999995,0.040735406249999995,0.004073540624999999,50110,11923,10462,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Excellent round body, stem and leaf matching reference."
v1_apple__homogeneous_gemini__rep_03,v1_apple,single_main,single,V1,homogeneous_gemini,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_gemini\rep_03,team_complete,,drawing_v1_apple_homogeneous_gemini_03,10,7,team_complete,1.0,1.0,1.0,1.0,0.7689668573762464,completion,0.0,83,83,analysis/results/analysis_canvases/v1_apple__homogeneous_gemini__rep_03.png,1,0,0,0,88,83,83,5,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.0325712475,0.0325712475,0.0032571247499999997,49969,7553,6020,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Excellent scaled match: round red body, stem and leaf placement/colors align well."
v1_apple__homogeneous_gemini__rep_04,v1_apple,single_main,single,V1,homogeneous_gemini,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_gemini\rep_04,max_steps,,drawing_v1_apple_homogeneous_gemini_04,10,10,max_steps,1.0,1.0,1.0,1.0,0.6683581369358237,censored,,83,83,analysis/results/analysis_canvases/v1_apple__homogeneous_gemini__rep_04.png,1,0,0,0,156,83,83,73,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,0,0,0,0,0,0,0.0,0,0.05393037375,0.05393037375,0.0053930373750000005,68647,15324,13056,21,0,0,0,0,4,4,4,4,1.0,,,,,,,,,,,,"Faithful round form, colors and stem/leaf agree closely with reference."
v1_apple__homogeneous_gemini__rep_05,v1_apple,single_main,single,V1,homogeneous_gemini,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_gemini\rep_05,team_complete,,drawing_v1_apple_homogeneous_gemini_05,10,7,team_complete,1.0,1.0,1.0,1.0,0.7689668573762464,completion,0.0,83,83,analysis/results/analysis_canvases/v1_apple__homogeneous_gemini__rep_05.png,1,0,0,0,89,83,84,5,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.038338987500000005,0.038338987500000005,0.0038338987500000006,49885,10677,9279,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Round body, matching stem/leaf placement and colors; clean connected pixels."
v1_apple__homogeneous_luna__rep_01,v1_apple,single_main,single,V1,homogeneous_luna,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_luna\rep_01,max_steps,,drawing_v1_apple_homogeneous_luna_01,10,10,max_steps,0.8695652173913043,0.8695652173913043,0.8974358974358975,0.8433734939759037,0.6472562479463588,censored,,78,78,analysis/results/analysis_canvases/v1_apple__homogeneous_luna__rep_01.png,1,0,0,0,127,88,96,31,0,0.0,0.0,0.0,2,2,0,0.022727272727272728,2,1.0,2.0,0,0,0,21,0,0,0,0,0,0,0.0,0,0.0161463753,0.0161463753,0.0018568331595000002,52600,16667,14639,21,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,"Apple-like but irregular outline, extra left pixels, messy leaf."
